Repeat,VAR2,Point,CH1 Voltage,CH1 Current,CH1 Time
1,1,974,1.82467E+000,10.00000E-003,15.39479E+000
1,1,975,1.82468E+000,10.00000E-003,15.39921E+000
1,1,976,1.82469E+000,10.00000E-003,15.40361E+000
1,1,977,1.82470E+000,10.00000E-003,15.40989E+000
1,1,978,1.82467E+000,10.00000E-003,15.41434E+000
1,1,979,1.82466E+000,10.00001E-003,15.41874E+000
1,1,980,1.82465E+000,10.00000E-003,15.42318E+000
1,1,981,1.82468E+000,10.00000E-003,15.42758E+000
1,1,982,1.82466E+000,10.00000E-003,15.43208E+000
1,1,983,1.82467E+000,10.00000E-003,15.43648E+000
1,1,984,1.82466E+000,10.00000E-003,15.44087E+000
1,1,985,1.82466E+000,10.00000E-003,15.44530E+000
1,1,986,1.82467E+000,10.00000E-003,15.45205E+000
1,1,987,1.82466E+000,10.00000E-003,15.45649E+000
1,1,988,1.82467E+000,10.00000E-003,15.46088E+000
1,1,989,1.82468E+000,10.00000E-003,15.46533E+000
1,1,990,1.82467E+000,10.00000E-003,15.47022E+000
1,1,991,1.82467E+000,10.00000E-003,15.47535E+000
1,1,992,1.82468E+000,10.00000E-003,15.47975E+000
1,1,993,1.82467E+000,10.00000E-003,15.48416E+000
1,1,994,1.82465E+000,9.99999E-003,15.48858E+000
1,1,995,1.82466E+000,10.00000E-003,15.49298E+000
1,1,996,1.82463E+000,10.00000E-003,15.49743E+000
1,1,997,1.82462E+000,10.00000E-003,15.50182E+000
1,1,998,1.82464E+000,10.00000E-003,15.50624E+000
1,1,999,1.82468E+000,10.00000E-003,15.51077E+000
1,1,1000,1.82460E+000,10.00000E-003,15.51701E+000
1,1,1001,1.82461E+000,10.00000E-003,15.52145E+000
